Generation,BestFitness,AvgFitness,MinFitness,StdDev,SpeciesCount,Duration(s),Timestamp
34,12.001035213470459,5.801447709401448,0.0009529590606689453,4.9621101771327645,30,0.06228899955749512,2025-12-19T16:46:58.599028
35,10.001829624176025,3.068302861849467,0.0009133815765380859,4.5526778838655115,30,0.07097816467285156,2025-12-19T16:46:58.677205
36,12.003031730651855,5.068260868390401,0.0,5.335360459842422,30,0.07667756080627441,2025-12-19T16:46:58.751949
37,12.006516695022583,5.134745828310648,0.0,5.155979556398424,30,0.073486328125,2025-12-19T16:46:58.827221
38,12.010532855987549,6.535780358314514,0.0,5.005564416844546,30,0.07977747917175293,2025-12-19T16:46:58.937971
39,12.005523681640625,5.735301311810812,0.0,5.026415532199681,30,0.12662696838378906,2025-12-19T16:46:59.044813
40,12.00400710105896,5.134973398844401,0.0,5.1559351575251355,30,0.08347153663635254,2025-12-19T16:46:59.127796
41,12.047208309173584,5.53971008459727,0.0010008811950683594,5.209348238161435,30,0.09702157974243164,2025-12-19T16:46:59.361936
42,12.004550218582153,4.668429533640544,0.0,5.249698717681835,30,0.22177743911743164,2025-12-19T16:46:59.443707
43,20.018081426620483,5.401539262135824,0.0,5.685285406461017,30,0.07940435409545898,2025-12-19T16:46:59.513435
44,10.002516269683838,4.334815422693889,0.0,4.955393999180305,30,0.07100439071655273,2025-12-19T16:46:59.582734
45,12.004533052444458,7.335196844736735,0.0,4.714207771890316,30,0.06735491752624512,2025-12-19T16:46:59.669583
46,12.003519058227539,4.801805996894837,0.0,5.153620814288302,30,0.08695101737976074,2025-12-19T16:46:59.747256
47,12.004527807235718,4.601912109057109,0.0009975433349609375,5.295260711078681,30,0.08548665046691895,2025-12-19T16:46:59.839978
48,12.005544900894165,5.668619950612386,0.00099945068359375,5.344016144622893,30,0.08388400077819824,2025-12-19T16:46:59.922533
49,12.003514289855957,4.467899918556213,0.0,5.129858657673489,30,0.08365607261657715,2025-12-19T16:46:59.988677
50,12.005045890808105,3.8682401895523073,0.0,5.110561494117884,30,0.07117533683776855,2025-12-19T16:47:00.062463
