Generation,BestFitness,AvgFitness,MinFitness,StdDev,SpeciesCount,Duration(s),Timestamp
1,12.00606083869934,6.602716732025146,0.0009968280792236328,5.06389411350546,30,0,2025-12-19T16:30:41.521895
2,12.00468921661377,5.269068805376689,0.0009946823120117188,5.303890081609759,30,0.13483214378356934,2025-12-19T16:30:41.635614
3,14.011353254318237,3.8022955020268756,0.0009958744049072266,5.042939399965406,30,0.10300350189208984,2025-12-19T16:30:41.734645
4,12.003994464874268,4.401887369155884,0.0,5.0442139080085004,30,0.10038614273071289,2025-12-19T16:30:41.820931
5,12.003496408462524,5.734881957372029,0.0006732940673828125,5.026140979038846,30,0.08313488960266113,2025-12-19T16:30:41.896130
6,12.004914045333862,6.335503451029459,0.0,5.21756387159205,30,0.07470846176147461,2025-12-19T16:30:41.987768
7,12.008233785629272,5.402638586362203,0.0005035400390625,5.32078635315583,30,0.09463763236999512,2025-12-19T16:30:42.095898
8,12.004204750061035,6.2689311901728315,0.0009996891021728516,5.15707545317254,30,0.10877680778503418,2025-12-19T16:30:42.195419
9,10.002080202102661,5.068610596656799,0.000990152359008789,4.945578873144303,30,0.09821844100952148,2025-12-19T16:30:42.284075
10,12.003526210784912,5.2015873670578,0.0,5.101771992815117,30,0.08648300170898438,2025-12-19T16:30:42.356433
11,12.006059408187866,6.268573999404907,0.0009458065032958984,5.157204199030423,30,0.06923627853393555,2025-12-19T16:30:42.439696
12,12.005702495574951,7.335379481315613,0.0009927749633789062,4.853708637405175,30,0.11215400695800781,2025-12-19T16:30:42.554212
13,12.004077434539795,7.0681951681772865,0.0,5.052915408613601,30,0.08691644668579102,2025-12-19T16:30:42.625830
14,12.008017539978027,5.535106126467387,0.00091552734375,5.0779356016945805,30,0.07104682922363281,2025-12-19T16:30:42.701780
15,12.008227348327637,4.868829878171285,0.0009181499481201172,5.233128984139568,30,0.07102799415588379,2025-12-19T16:30:42.779393
16,12.00303030014038,3.8012457132339477,0.0,5.016275240323492,30,0.0830693244934082,2025-12-19T16:30:42.841632
17,12.005053520202637,6.2015592416127525,0.0,5.095282123016774,30,0.07007622718811035,2025-12-19T16:30:42.925231
18,10.001588106155396,4.468422317504883,0.0,4.889976564241183,30,0.07725882530212402,2025-12-19T16:30:43.005322
19,12.004086256027222,5.93527626991272,0.0,5.227767036102863,30,0.07479000091552734,2025-12-19T16:30:43.084402
