Generation,GenomeID,Fitness,Nodes,Connections,Timestamp
1,1,10.001996755599976,3,17,2025-12-19T16:30:41.521895
1,2,10.001999378204346,3,17,2025-12-19T16:30:41.522902
1,3,0.0009968280792236328,3,17,2025-12-19T16:30:41.523592
1,4,0.001007080078125,3,17,2025-12-19T16:30:41.523592
1,5,10.002013206481934,3,17,2025-12-19T16:30:41.523592
1,6,10.002004623413086,3,17,2025-12-19T16:30:41.524601
1,7,0.00251007080078125,3,17,2025-12-19T16:30:41.524601
1,8,10.00155758857727,3,17,2025-12-19T16:30:41.524601
1,9,10.002007722854614,3,17,2025-12-19T16:30:41.525601
1,10,0.0009999275207519531,3,17,2025-12-19T16:30:41.525601
1,11,12.005179166793823,3,17,2025-12-19T16:30:41.525601
1,12,10.002997636795044,3,17,2025-12-19T16:30:41.526599
1,13,0.006079673767089844,3,17,2025-12-19T16:30:41.537695
1,14,10.002507448196411,3,17,2025-12-19T16:30:41.538706
1,15,10.001008033752441,3,17,2025-12-19T16:30:41.538706
1,16,0.001999378204345703,3,17,2025-12-19T16:30:41.539703
1,17,10.00202465057373,3,17,2025-12-19T16:30:41.539703
1,18,10.002975702285767,3,17,2025-12-19T16:30:41.539703
1,19,0.006791353225708008,3,17,2025-12-19T16:30:41.540702
1,20,12.005024671554565,3,17,2025-12-19T16:30:41.540702
1,21,0.0020117759704589844,3,17,2025-12-19T16:30:41.540702
1,22,12.00600528717041,3,17,2025-12-19T16:30:41.541701
1,23,0.002016305923461914,3,17,2025-12-19T16:30:41.541701
1,24,0.001714468002319336,3,17,2025-12-19T16:30:41.541701
1,25,10.00199818611145,3,17,2025-12-19T16:30:41.542911
1,26,12.00606083869934,3,17,2025-12-19T16:30:41.542911
1,27,10.002022981643677,3,17,2025-12-19T16:30:41.542911
1,28,10.002472400665283,3,17,2025-12-19T16:30:41.543949
1,29,0.0015065670013427734,3,17,2025-12-19T16:30:41.545954
1,30,10.002012252807617,3,17,2025-12-19T16:30:41.546947
2,4,12.00452470779419,3,17,2025-12-19T16:30:41.635614
2,3,10.003200769424438,3,17,2025-12-19T16:30:41.637118
2,13,0.004996776580810547,3,17,2025-12-19T16:30:41.637118
2,31,0.003518342971801758,3,16,2025-12-19T16:30:41.637118
2,5,0.0010023117065429688,3,17,2025-12-19T16:30:41.638125
2,6,0.002002239227294922,3,17,2025-12-19T16:30:41.639507
2,32,0.0009987354278564453,3,18,2025-12-19T16:30:41.639507
2,17,10.002516984939575,3,17,2025-12-19T16:30:41.639507
2,27,0.0010254383087158203,3,17,2025-12-19T16:30:41.639507
2,33,0.0019826889038085938,3,16,2025-12-19T16:30:41.640990
2,34,0.0009999275207519531,3,16,2025-12-19T16:30:41.641496
2,12,12.004528522491455,3,17,2025-12-19T16:30:41.641496
2,8,10.001010656356812,3,17,2025-12-19T16:30:41.641496
2,35,10.00101351737976,3,17,2025-12-19T16:30:41.642507
2,20,10.00198745727539,3,17,2025-12-19T16:30:41.643196
2,18,0.001998424530029297,3,17,2025-12-19T16:30:41.643196
2,36,10.00100326538086,3,17,2025-12-19T16:30:41.644226
2,37,0.004833698272705078,4,19,2025-12-19T16:30:41.645207
2,11,0.0030002593994140625,3,17,2025-12-19T16:30:41.645207
2,9,0.0009946823120117188,3,17,2025-12-19T16:30:41.646204
2,38,0.004754781723022461,3,16,2025-12-19T16:30:41.646204
2,39,0.0010118484497070312,2,10,2025-12-19T16:30:41.647208
